2.720833	1.307487
2.742767	1.093864
2.632141	1.307487
2.686501	1.307487
3.600121	1.143456
2.551079	1.307487
2.710342	1.157761
2.736092	1.244545
2.563477	1.307487
2.720833	1.234055
2.691269	1.307487
2.559662	1.307487
2.734184	1.150131
2.716064	1.304626
2.643585	1.307487
2.758026	1.306534
2.734184	1.098633
2.558708	1.307487
2.727509	1.307487
2.735138	1.093864
2.548218	1.307487
2.737999	1.307487
2.734184	1.136780
2.594948	1.307487
2.658844	1.307487
2.725601	1.093864
2.542496	1.307487
2.740860	1.307487
2.731323	1.314163
2.734184	1.092911
2.745628	1.242638
2.563477	1.307487
2.745628	1.307487
2.739906	1.093864
2.690315	1.307487
2.603531	1.307487
2.744675	1.092911
2.725601	1.302719
2.555847	1.307487
2.720833	1.180649
2.730370	1.234055
2.742767	1.245499
2.734184	1.170158
2.546310	1.307487
2.722740	1.184464
2.729416	1.247406
2.556801	1.307487
2.730370	1.307487
2.731323	1.093864
2.544403	1.307487
2.707481	1.307487
2.735138	1.093864
2.534866	1.307487
2.745628	1.307487
2.736092	1.124382
2.695084	1.307487
2.667427	1.307487
2.744675	1.265526
2.732277	1.182556
2.540588	1.307487
2.729416	1.092911
2.688408	1.307487
2.696991	1.307487
2.746582	1.167297
2.739906	1.157761
2.547264	1.312256
2.733231	1.307487
2.722740	1.093864
2.542496	1.307487
2.746582	1.307487
2.752304	1.307487
2.724648	1.094818
2.537727	1.307487
2.736092	1.307487
2.762794	1.093864
2.727509	1.296997
2.542496	1.307487
2.737999	1.313210
2.731323	1.093864
2.613068	1.307487
2.670288	1.307487
2.722740	1.093864
2.710342	1.307487
2.709389	1.307487
2.737999	1.252174
2.734184	1.180649
2.540588	1.307487
0.710487	0.000000
