2.817154	0.535965
2.708435	0.516891
2.948761	0.534058
2.818108	0.555992
2.716064	0.554085
3.113747	0.585556
3.142357	0.587463
3.124237	0.578880
3.128052	0.590324
3.121376	0.586510
3.104210	0.550270
3.937721	0.589371
3.099442	0.583649
3.094673	0.582695
3.078461	0.579834
3.119469	0.581741
3.102303	0.590324
3.128052	0.595093
3.091812	0.583649
3.129959	0.586510
3.107071	0.579834
3.110886	0.581741
3.113747	3.055573
3.226280	11.198044
3.236771	11.202812
3.226280	11.156082
3.226280	11.120796
3.215790	11.106491
3.233910	11.200905
3.228188	11.186600
2.923965	12.490273
1.441956	11.640549
1.724243	11.637688
1.721382	11.632919
1.506805	12.487411
1.602173	11.654854
1.723289	11.680603
1.711845	11.804581
1.426697	12.422562
1.724243	11.626244
1.720428	11.650085
1.719475	12.261391
1.426697	11.941910
1.721382	11.634827
1.719475	11.623383
1.637459	12.497902
1.472473	11.622429
1.721382	11.677742
1.724243	11.638641
1.474380	12.490273
1.641273	11.629105
1.722336	11.631966
1.722336	11.920929
1.428604	12.350082
1.719475	11.624336
1.718521	11.636734
1.721382	12.390137
1.427650	11.856079
1.724243	11.619568
1.722336	11.626244
1.601219	12.487411
1.510620	11.654854
1.722336	11.624336
1.721382	11.618614
0.072479	0.000000
