0.072479	0.391960
0.584602	0.681877
0.685692	0.699997
0.709534	0.715256
0.702858	0.647545
0.662804	0.665665
0.702858	0.689507
0.658035	0.666618
0.673294	0.662804
0.655174	0.683784
0.682831	0.646591
0.679970	0.679970
0.677109	0.651360
0.669479	0.638962
0.886917	0.643730
0.652313	0.639915
0.650406	0.591278
0.638962	0.652313
0.646591	0.645638
0.648499	0.658035
0.663757	0.650406
0.667572	0.639915
0.661850	0.645638
0.659943	0.632286
0.653267	0.638962
0.652313	0.631332
0.643730	0.655174
0.653267	0.644684
0.654221	0.636101
0.650406	0.638008
0.665665	0.637054
0.632286	0.641823
0.655174	0.647545
0.654221	0.648499
0.643730	0.649452
0.655174	0.660896
0.655174	0.653267
0.654221	0.638962
0.642776	0.646591
0.659943	0.661850
0.647545	0.643730
0.636101	0.626564
0.641823	0.625610
0.633240	0.638008
0.653267	0.647545
0.647545	0.639915
0.641823	0.643730
0.654221	0.646591
0.647545	0.647545
0.659943	0.653267
0.655174	0.655174
0.959396	0.665665
0.658035	0.648499
0.655174	0.655174
0.660896	0.660896
0.649452	0.651360
0.649452	0.645638
0.651360	0.645638
0.658035	0.666618
0.653267	0.643730
0.641823	0.636101
0.645638	0.643730
0.646591	0.660896
0.673294	0.674248
0.665665	0.674248
0.682831	0.669479
0.692368	0.670433
0.678062	0.662804
0.679016	0.678062
0.679016	0.671387
0.679970	0.666618
0.678062	0.669479
0.689507	0.679016
0.679970	0.697136
0.696182	0.693321
0.682831	0.724792
0.699997	0.679016
0.697136	0.685692
0.689507	0.669479
0.673294	0.670433
0.695229	0.696182
0.694275	0.683784
0.677109	0.666618
0.709534	0.694275
0.648499	0.674248
0.704765	0.692368
0.716209	0.702858
0.696182	0.672340
0.766754	0.684738
0.687599	0.658989
0.580788	0.515938
0.452042	0.269890
0.105858	0.000000
