12.435913	0.000000
12.320518	0.000000
8.553505	0.004768
7.934570	0.000000
11.784554	0.000000
8.333206	0.000000
8.229256	0.000000
7.985115	0.000000
8.079529	0.000000
7.974625	0.000000
7.972717	0.000000
7.834435	0.004768
10.783195	0.000000
8.386612	0.000000
8.279800	0.000000
8.131981	0.000000
7.611275	0.000000
12.347221	0.000000
8.251190	0.000000
12.343407	0.000000
8.426666	0.000000
7.937431	0.000000
8.025169	0.000000
6.047249	0.000000
12.470245	0.000000
8.277893	0.000000
7.990837	0.000000
8.053780	0.000000
8.360863	0.005722
12.431145	0.000000
8.538246	0.000000
10.769844	0.000000
12.380600	0.000000
10.537148	0.000000
7.841110	0.000000
7.861137	0.000000
7.053375	0.004768
9.037971	0.000000
8.118629	0.000000
8.101463	0.000000
7.205009	0.000000
12.268066	0.000000
12.399673	0.000000
8.329391	0.000000
12.316704	0.000000
12.328148	0.000000
9.321213	0.003815
8.248329	0.000000
8.153915	0.000000
7.346153	0.000000
12.367249	0.000000
8.387566	0.000000
7.966042	0.000000
7.989883	0.000000
12.336731	0.000000
12.380600	0.000000
9.045601	0.004768
7.954597	0.000000
12.299538	0.000000
12.317657	0.000000
8.451462	0.000000
11.194229	0.000000
12.413979	0.000000
10.188103	0.000000
8.011818	0.000000
7.993698	0.000000
7.900238	0.000000
12.187004	0.000000
8.089066	0.000000
7.807732	0.000000
7.917404	0.000000
9.899139	0.000000
12.516022	0.000000
10.779381	0.000000
8.111954	0.000000
12.423515	0.000000
8.508682	0.000000
7.937431	0.000000
8.010864	0.000000
8.683205	0.000000
8.429527	0.000000
8.023262	0.000000
7.899284	0.000000
6.407738	0.000000
8.029938	0.000000
7.975578	0.000000
7.871628	0.000000
7.707596	0.000000
8.246422	0.000000
12.388229	0.000000
8.519173	0.000000
7.943153	0.000000
7.892609	0.000000
5.902290	0.000000
8.029938	0.000000
8.002281	0.000000
12.252808	0.000000
12.385368	0.000000
8.817673	0.000000
12.219429	0.000000
12.273788	0.000000
8.414268	0.000000
8.037567	0.000000
8.124352	0.000000
12.398720	0.000954
8.424759	0.000000
7.843018	0.000000
7.833481	0.000000
7.385254	0.000000
12.404442	0.000000
8.474350	0.000000
8.036613	0.000000
7.907867	0.000000
6.490707	0.000000
12.343407	0.000000
12.297630	0.000000
8.060455	0.000000
12.314796	0.000000
12.465477	0.000000
8.201599	0.000000
10.587692	0.000000
8.166313	0.000000
7.956505	0.000000
7.968903	0.000000
6.566048	0.000000
7.884979	0.000000
7.412910	0.000000
12.372971	0.000000
12.329102	0.000000
8.227348	0.004768
7.975578	0.000000
6.569862	0.000000
8.258820	0.000000
7.869720	0.000000
8.044243	0.000000
8.440018	0.000000
12.402534	0.000000
8.536339	0.004768
6.501198	0.000000
12.212753	0.000000
8.336067	0.000000
7.892609	0.000000
8.135796	0.000000
7.627487	0.000000
12.435913	0.000000
8.281708	0.004768
12.290955	0.000000
12.416840	0.000000
8.201599	0.000000
11.753082	0.000000
8.027077	0.000000
8.111954	0.000000
7.806778	0.000000
7.236481	0.004768
12.318611	0.000000
8.313179	0.000000
7.871628	0.000000
7.685661	0.000000
11.112213	0.000000
12.373924	0.000000
8.390427	0.000000
7.976532	0.000000
7.892609	0.000000
7.246017	0.004768
12.322426	0.000000
8.277893	0.000000
12.267113	0.000000
12.364388	0.000000
8.315086	0.000000
7.819176	0.000000
12.479782	0.004768
8.535385	0.000000
7.970810	0.000000
8.033752	0.000000
8.589745	0.000000
8.140564	0.000000
7.895470	0.000000
8.030891	0.000000
11.896133	0.000000
8.312225	0.000000
8.099556	0.000000
7.892609	0.000000
12.366295	0.000000
12.408257	0.000000
8.625984	0.000000
12.238503	0.000000
12.382507	0.000000
8.214951	0.000000
8.121490	0.000000
12.438774	0.000000
12.359619	0.000000
9.607315	0.000000
7.931709	0.000000
7.989883	0.000000
7.597923	0.000000
12.331963	0.000000
8.242607	0.000000
8.261681	0.004768
7.984161	0.000000
0.305176	0.000000
